,id,overall_status,study_type,start_date,enrollment,title,date_processed,sponsors
123,NCT04283461,"Active, not recruiting",Interventional,"March 16, 2020",120,"Phase I, Open-Label, Dose-Ranging Study of the Safety and Immunogenicity of 2019-nCoV Vaccine (mRNA-1273) in Healthy Adults","April 14, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
124,NCT04283825,Withdrawn,Interventional,"February 22, 2020",0,The Therapeutic Efficacy of Psychological and Physical Rehabilitation Based Humanistic Care in Patients With Coronavirus Disease 2019,"April 14, 2021",Second Affiliated Hospital of Xi'an Jiaotong University
125,NCT04283838,Withdrawn,Interventional,"February 22, 2020",0,The Effect of Humanistic Care in Healthcare Workers Participated in the Treatment of Coronavirus Disease 2019,"April 14, 2021",Second Affiliated Hospital of Xi'an Jiaotong University
126,NCT04284046,Completed,Observational,"January 31, 2020",39,CT Scores Predict Mortality in 2019-nCoV Pneumonia,"April 14, 2021","Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine"
127,NCT04285190,Withdrawn,Interventional,"February 26, 2020",0,A Clinical Study to Investigate the Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With Coronavirus Disease 2019 (COVID-19),"April 14, 2021","Tasly Pharmaceuticals, Inc."
128,NCT04285801,Completed,Observational,"February 14, 2020",8,Critically Ill Patients With COVID-19 in Hong Kong: a Multicentre Observational Cohort Study,"April 14, 2021",Chinese University of Hong Kong
129,NCT04286503,Not yet recruiting,Interventional,"February 23, 2020",520,"The Efficacy and Safety of Carrimycin Treatment in Patients With Novel Coronavirus Infectious Disease (COVID-19) : A Multicenter, Randomized, Open-controlled Study","April 14, 2021",Beijing YouAn Hospital
130,NCT04287686,Withdrawn,Interventional,February 2020,0,"A Randomized, Open Label, Controlled Clinical Study to Evaluate the Recombinant Human Angiotensin-converting Enzyme 2 (rhACE2) in Adult Patients With COVID-19","April 14, 2021",The First Affiliated Hospital of Guangzhou Medical University
131,NCT04288102,Completed,Interventional,"March 5, 2020",100,"A Phase II, Multicenter, Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy and Safety of Human Umbilical Cord-derived Mesenchymal Stem Cells in the Treatment of Severe COVID-19 Patients","April 14, 2021",Beijing 302 Hospital
132,NCT04288713,Available,Expanded Access,,,Soliris to Stop Immune Mediated Death In Covid 19 Infected Patients. A Trial of Distal Complement Inhibition.,"April 14, 2021",Hudson Medical
133,NCT04290754,Recruiting,Interventional,"January 1, 2020",664,PATH 2 Purpose: Primary Care and Community-Based Prevention of Mental Disorders in Adolescents,"April 14, 2021",University of Illinois at Chicago
134,NCT04290780,Recruiting,Observational,"March 9, 2020",300,Multicenter Study on Nosocomial Transmission of SARS-CoV-2 Virus,"April 14, 2021",Hospices Civils de Lyon
135,NCT04290858,Withdrawn,Interventional,"March 1, 2020",0,Nitric Oxide Gas Inhalation Therapy in Spontaneous Breathing Patients With Mild/Moderate COVID19 Infection: a Randomized Clinical Trial,"April 14, 2021",Xijing Hospital
136,NCT04290871,Withdrawn,Interventional,"March 23, 2020",0,Nitric Oxide Gas Inhalation Therapy for Severe Acute Respiratory Syndrome Due to COVID-19.,"April 14, 2021",Xijing Hospital
137,NCT04291053,Not yet recruiting,Interventional,"April 1, 2020",550,"The Efficacy and Safety of Huai er in the Adjuvant Treatment of COVID-19: a Prospective, Multicenter, Randomized, Parallel Controlled Clinical Study","April 14, 2021",Tongji Hospital
138,NCT04291534,Recruiting,Observational,"June 15, 2020",1800,Quality of Life and Addiction Among Hospital Night Workers - Descriptive Study of APHP Workers in Paris,"April 14, 2021",University Paris 7 - Denis Diderot
139,NCT04291638,Completed,Interventional,"March 6, 2020",11,Evaluating an Online Adjunctive Support Following Intensive Services (OASIS) Strategy for Youth With Selective Mutism,"April 14, 2021",Florida International University
140,NCT04291729,Completed,Interventional,"February 17, 2020",11,An Open Clinical Trial to Evaluate Ganovo（Danoprevir ） Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection,"April 14, 2021",The Ninth Hospital of Nanchang
141,NCT04292327,"Active, not recruiting",Observational,"January 1, 2020",400,Clinical Progressive Characteristics and Treatment Effects of 2019-novel Coronavirus(2019-nCoV),"April 14, 2021",Fujian Provincial Hospital
142,NCT04292340,Recruiting,Observational,"February 1, 2020",15,The Efficacy and Safety of Anti-SARS-CoV-2 Inactivated Convalescent Plasma in the Treatment of Novel Coronavirus Pneumonia Patient (COVID-19) : An Observational Study,"April 14, 2021",Shanghai Public Health Clinical Center
143,NCT04292730,Completed,Interventional,"March 15, 2020",1113,A Phase 3 Randomized Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate COVID-19 Compared to Standard of Care Treatment,"April 14, 2021",Gilead Sciences
144,NCT04292899,Completed,Interventional,"March 6, 2020",4891,A Phase 3 Randomized Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe COVID-19,"April 14, 2021",Gilead Sciences
145,NCT04292964,Completed,Observational,"March 1, 2020",201,Prognostic Factors of Patients With COVID-19,"April 14, 2021",Chongqing Medical University
146,NCT04293692,Withdrawn,Interventional,"February 24, 2020",0,Human Umbilical Cord Mesenchymal Stem Cells Treatment for Pneumonia Patients Infected by 2019 Novel Coronavirus,"April 14, 2021",Puren Hospital Affiliated to Wuhan University of Science and Technology
147,NCT04293887,Not yet recruiting,Interventional,"March 1, 2020",328,"Randomized, Open, Blank Control Study on the Efficacy and Safety of Recombinant Human Interferon α1β in the Treatment of Patients With New Type of Coronavirus Infection in Wuhan","April 14, 2021",Tongji Hospital
148,NCT04295551,Not yet recruiting,Interventional,"March 14, 2020",80,Multicenter Clinical Study on the Efficacy and Safety of Xiyanping Injection in the Treatment of New Coronavirus Infection Pneumonia (General and Severe),"April 14, 2021",Jiangxi Qingfeng Pharmaceutical Co. Ltd.
149,NCT04296643,Recruiting,Interventional,"April 1, 2020",576,Medical Masks Versus N95 Respirators to Prevent 2019 Novel Coronavirus Disease (COVID-19) in Healthcare Workers: A Randomized Trial,"April 14, 2021",McMaster University
150,NCT04297904,Recruiting,Observational,"February 20, 2020",458,"Associations Between Urinary Incontinence, Sedentary Behaviour and Other Health-related Outcomes in Nursing Homes in Catalonia: the OsoNaH Project","April 14, 2021",University of Vic - Central University of Catalonia
151,NCT04298060,Not yet recruiting,Interventional,July 2020,280,A Phase IIb Randomized Placebo-Controlled Study to Examine the Efficacy and Safety of DAS181 for the Treatment of Severe Influenza Infection,"April 14, 2021","Ansun Biopharma, Inc."
152,NCT04298814,Withdrawn,Observational,"August 7, 2020",0,Analysis of Safety Related Factors of Endotracheal Intubation in Patients With Severe Covid-19 Pneumonia,"April 14, 2021",Tongji Hospital
153,NCT04299152,Not yet recruiting,Interventional,"November 10, 2020",20,Clinical Application of Stem Cell Educator Therapy for the Treatment of Viral Inflammation Caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),"April 14, 2021",Tianhe Stem Cell Biotechnologies Inc.
154,NCT04299711,Not yet recruiting,Observational,"October 15, 2020",3428,Mental Health and Its Correlates Among Chinese Adolescents Exposed to the Novel Coronavirus Disease 2019: A Longitudinal Study Protocol,"April 14, 2021",University of Macau
155,NCT04299724,Recruiting,Interventional,"February 15, 2020",100,Safety and Immunity Evaluation of A Covid-19 Coronavirus Artificial Antigen Presenting Cell Vaccine,"April 14, 2021",Shenzhen Geno-Immune Medical Institute
156,NCT04301518,Recruiting,Interventional,"November 6, 2020",6500,Prematurity Risk Assessment Combined With Clinical Interventions for Improving Neonatal outcoMEs,"April 14, 2021","Sera Prognostics, Inc."
157,NCT04302519,Not yet recruiting,Interventional,"March 5, 2020",24,Clinical Study of Novel Coronavirus Induced Severe Pneumonia Treated by Dental Pulp Mesenchymal Stem Cells,"April 14, 2021","CAR-T (Shanghai) Biotechnology Co., Ltd."
158,NCT04302688,Completed,Observational,"December 10, 2019",669,Accurate Classification System for Patients With COVID-19 Based on Prognostic Nomogram,"April 14, 2021",Renmin Hospital of Wuhan University
159,NCT04302766,No longer available,Expanded Access,,,Intermediate-Size Patient Population Expanded Access Treatment Protocol for Coronavirus Disease 2019 (COVID-19) Remdesivir (RDV; GS-5734™),"April 14, 2021",U.S. Army Medical Research and Development Command
160,NCT04302987,Recruiting,Observational,"November 1, 2019",832,VITAMIN D INTERVENTION IN INFANTS: Effects of Early Vitamin D Exposure on Childhood Health at 6 Years - a Follow-up Study,"April 14, 2021",University of Helsinki
161,NCT04303299,Recruiting,Interventional,"August 19, 2020",320,"A 6 Week Prospective, Open Label, Randomized, in Multicenter Study of, Oseltamivir Plus Hydroxychloroquine Versus Lopipinavir/ Ritonavir Plus Oseltamivir Versus Darunavir/ Ritonavir Plus Oseltamivir Plus Hydroxychloroquine in Mild COVID-19 AND Lopipinavir/ Ritonavir Plus Oseltamivir Versus Favipiravir Plus Lopipinavir / Ritonavir Versus Darunavir/ Ritonavir Plus Oseltamivir Plus Hydroxychloroquine Versus Favipiravir Plus Darunavir and Ritonavir Plus Hydroxychloroquine in Moderate to Critically Ill COVID-19","April 14, 2021",Rajavithi Hospital
162,NCT04303507,Recruiting,Interventional,"April 29, 2020",40000,"Chloroquine/ Hydroxychloroquine Prevention of Coronavirus Disease (COVID-19) in the Healthcare Setting; a Randomised, Placebo-controlled Prophylaxis Study (COPCOV)","April 14, 2021",University of Oxford
163,NCT04304053,Completed,Interventional,"March 18, 2020",2300,Treatment of Non-severe Confirmed Cases of COVID-19 and Chemoprophylaxis of Their Contacts as Prevention Strategy: a Cluster Randomized Clinical Trial (PEP CoV-2 Study),"April 14, 2021","Fundación FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la Promoción de la Salud y la Ciencia"
164,NCT04304313,Recruiting,Interventional,"February 9, 2020",10,A Pilot Study of Sildenafi in the Treatment of COVID-19,"April 14, 2021",Tongji Hospital
165,NCT04304690,"Active, not recruiting",Interventional,"March 16, 2020",1000,"COVID-19 Seroconversion Among Medical and Paramedical Staff in Emergency, ICU and Infectious Disease Services During the 2020 Epidemic","April 14, 2021",Assistance Publique - Hôpitaux de Paris
166,NCT04305106,Recruiting,Interventional,"March 17, 2020",140,The Efficacy and Safety of Bevacizumab in Severe or Critical Patients With COVID-19--a Multicenter Randomized Controlled Clinical Trial,"April 14, 2021",Qilu Hospital of Shandong University
167,NCT04305457,"Active, not recruiting",Interventional,"March 21, 2020",70,Nitric Oxide Gas Inhalation Therapy in Spontaneous Breathing Patients With Mild/Moderate COVID-19: a Randomized Clinical Trial,"April 14, 2021",Massachusetts General Hospital
168,NCT04305574,Completed,Observational,"March 7, 2020",1145,Getting it Right: Towards Responsible Social Media Use During a Pandemic,"April 14, 2021",Jean Liu
169,NCT04306055,Completed,Interventional,"March 13, 2020",19491,"Blood Donor Recruitment During Epidemic of COVID-19 in Guangzhou, China","April 14, 2021",Guangzhou Blood Center
170,NCT04306393,Recruiting,Interventional,"March 21, 2020",200,Nitric Oxide Gas Inhalation Therapy for Mechanically Ventilated Patients With Severe Acute Respiratory Syndrome Caused by SARS-CoV2: a Randomized Clinical Trial.,"April 14, 2021",Massachusetts General Hospital
171,NCT04306497,Completed,Observational,"January 22, 2020",340,Clinical Trial of TCM Differentiation and Treatment Protocol of COVID-19 in Jiangsu Province,"April 14, 2021","Jiangsu Famous Medical Technology Co., Ltd."
172,NCT04306705,Recruiting,Observational,"February 20, 2020",120,A Retrospective Study of Evaluating Safety and Efficacy of Tocilizumab Compared to Continuous Renal Replacement Therapy in Controlling CRS Triggered by COVID-19,"April 14, 2021",Tongji Hospital
173,NCT04307459,Recruiting,Observational,"March 19, 2020",50,Acute Respiratory Failure and Continuous Positive Airway Pressure Therapy in Patients With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection: a Real Life Evaluation,"April 14, 2021",University of Milan
174,NCT04307693,Terminated,Interventional,"March 11, 2020",65,Randomized Controlled Clinical Trials of Lopinavir/Ritonavir or Hydroxychloroquine in Patients With Mild Coronavirus Disease (COVID-19),"April 14, 2021",Asan Medical Center
175,NCT04308187,Not yet recruiting,Observational [Patient Registry],"March 11, 2020",50000,The COVISTRESS Study: Influence of the COvid-19 Epidemic on STRESS,"April 14, 2021","University Hospital, Clermont-Ferrand"
176,NCT04308317,Enrolling by invitation,Interventional,"March 5, 2020",60,Clinical Study of Tetrandrine Tablets Adjuvant Treatment With COVID-19,"April 14, 2021",Henan Provincial People's Hospital
177,NCT04308668,Completed,Interventional,"March 17, 2020",1309,Post-exposure Prophylaxis or Preemptive Therapy for SARS-Coronavirus-2: A Pragmatic Randomized Clinical Trial,"April 14, 2021",University of Minnesota
178,NCT04310228,Recruiting,Interventional,"March 8, 2020",150,"Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019-A Multicenter, Randomized and Controlled Clinical Trial Study","April 14, 2021",Peking University First Hospital
179,NCT04310865,Suspended,Interventional,November 2020,116,"An Adaptive, Randomized, Double-blind, Parallel-controlled Clinical Trial of Yinhu Qingwen Granula for the Treatment of Severe CoVID-19","April 14, 2021",Zhong Wang
180,NCT04311177,Completed,Interventional,"April 9, 2020",580,Randomized Controlled Trial of Losartan for Patients With COVID-19 Not Requiring Hospitalization,"April 14, 2021",University of Minnesota
